Classifier,Precision,Recall
Gradient Boosting,0.3219,0.487
Gradient Boosting,0.319,0.4805
Gradient Boosting,0.3203,0.4805
Gradient Boosting,0.3217,0.4805
Gradient Boosting,0.3231,0.4805
Gradient Boosting,0.3246,0.4805
Gradient Boosting,0.326,0.4805
Gradient Boosting,0.3274,0.4805
Gradient Boosting,0.3244,0.474
Gradient Boosting,0.3214,0.4675
Gradient Boosting,0.3184,0.461
Gradient Boosting,0.3198,0.461
Gradient Boosting,0.3213,0.461
Gradient Boosting,0.3182,0.4545
Gradient Boosting,0.3196,0.4545
Gradient Boosting,0.3165,0.4481
Gradient Boosting,0.3134,0.4416
Gradient Boosting,0.3148,0.4416
Gradient Boosting,0.3116,0.4351
Gradient Boosting,0.3131,0.4351
Gradient Boosting,0.3146,0.4351
Gradient Boosting,0.316,0.4351
Gradient Boosting,0.3128,0.4286
Gradient Boosting,0.3143,0.4286
Gradient Boosting,0.3158,0.4286
Gradient Boosting,0.3173,0.4286
Gradient Boosting,0.3188,0.4286
Gradient Boosting,0.3204,0.4286
Gradient Boosting,0.3171,0.4221
Gradient Boosting,0.3186,0.4221
Gradient Boosting,0.3153,0.4156
Gradient Boosting,0.3168,0.4156
Gradient Boosting,0.3184,0.4156
Gradient Boosting,0.32,0.4156
Gradient Boosting,0.3216,0.4156
Gradient Boosting,0.3182,0.4091
Gradient Boosting,0.3147,0.4026
Gradient Boosting,0.3163,0.4026
Gradient Boosting,0.3128,0.3961
Gradient Boosting,0.3093,0.3896
Gradient Boosting,0.3109,0.3896
Gradient Boosting,0.3125,0.3896
Gradient Boosting,0.3141,0.3896
Gradient Boosting,0.3105,0.3831
Gradient Boosting,0.3122,0.3831
Gradient Boosting,0.3138,0.3831
Gradient Boosting,0.3155,0.3831
Gradient Boosting,0.3172,0.3831
Gradient Boosting,0.3189,0.3831
Gradient Boosting,0.3207,0.3831
Gradient Boosting,0.3224,0.3831
Gradient Boosting,0.3242,0.3831
Gradient Boosting,0.326,0.3831
Gradient Boosting,0.3278,0.3831
Gradient Boosting,0.3296,0.3831
Gradient Boosting,0.3258,0.3766
Gradient Boosting,0.3277,0.3766
Gradient Boosting,0.3295,0.3766
Gradient Boosting,0.3314,0.3766
Gradient Boosting,0.3276,0.3701
Gradient Boosting,0.3237,0.3636
Gradient Boosting,0.3256,0.3636
Gradient Boosting,0.3275,0.3636
Gradient Boosting,0.3294,0.3636
Gradient Boosting,0.3314,0.3636
Gradient Boosting,0.3333,0.3636
Gradient Boosting,0.3353,0.3636
Gradient Boosting,0.3373,0.3636
Gradient Boosting,0.3394,0.3636
Gradient Boosting,0.3415,0.3636
Gradient Boosting,0.3436,0.3636
Gradient Boosting,0.3457,0.3636
Gradient Boosting,0.3478,0.3636
Gradient Boosting,0.35,0.3636
Gradient Boosting,0.3522,0.3636
Gradient Boosting,0.3544,0.3636
Gradient Boosting,0.3567,0.3636
Gradient Boosting,0.359,0.3636
Gradient Boosting,0.3613,0.3636
Gradient Boosting,0.3571,0.3571
Gradient Boosting,0.3595,0.3571
Gradient Boosting,0.3618,0.3571
Gradient Boosting,0.3642,0.3571
Gradient Boosting,0.36,0.3506
Gradient Boosting,0.3557,0.3442
Gradient Boosting,0.3581,0.3442
Gradient Boosting,0.3537,0.3377
Gradient Boosting,0.3562,0.3377
Gradient Boosting,0.3517,0.3312
Gradient Boosting,0.3472,0.3247
Gradient Boosting,0.3497,0.3247
Gradient Boosting,0.3451,0.3182
Gradient Boosting,0.3475,0.3182
Gradient Boosting,0.35,0.3182
Gradient Boosting,0.3525,0.3182
Gradient Boosting,0.3551,0.3182
Gradient Boosting,0.3504,0.3117
Gradient Boosting,0.3529,0.3117
Gradient Boosting,0.3481,0.3052
Gradient Boosting,0.3507,0.3052
Gradient Boosting,0.3534,0.3052
Gradient Boosting,0.3485,0.2987
Gradient Boosting,0.3511,0.2987
Gradient Boosting,0.3462,0.2922
Gradient Boosting,0.3411,0.2857
Gradient Boosting,0.3438,0.2857
Gradient Boosting,0.3386,0.2792
Gradient Boosting,0.3333,0.2727
Gradient Boosting,0.336,0.2727
Gradient Boosting,0.3387,0.2727
Gradient Boosting,0.3415,0.2727
Gradient Boosting,0.3443,0.2727
Gradient Boosting,0.3471,0.2727
Gradient Boosting,0.35,0.2727
Gradient Boosting,0.3529,0.2727
Gradient Boosting,0.3559,0.2727
Gradient Boosting,0.359,0.2727
Gradient Boosting,0.3534,0.2662
Gradient Boosting,0.3565,0.2662
Gradient Boosting,0.3596,0.2662
Gradient Boosting,0.3628,0.2662
Gradient Boosting,0.3661,0.2662
Gradient Boosting,0.3604,0.2597
Gradient Boosting,0.3636,0.2597
Gradient Boosting,0.3578,0.2532
Gradient Boosting,0.3519,0.2468
Gradient Boosting,0.3551,0.2468
Gradient Boosting,0.3585,0.2468
Gradient Boosting,0.3619,0.2468
Gradient Boosting,0.3654,0.2468
Gradient Boosting,0.3689,0.2468
Gradient Boosting,0.3725,0.2468
Gradient Boosting,0.3663,0.2403
Gradient Boosting,0.37,0.2403
Gradient Boosting,0.3737,0.2403
Gradient Boosting,0.3776,0.2403
Gradient Boosting,0.3814,0.2403
Gradient Boosting,0.3854,0.2403
Gradient Boosting,0.3895,0.2403
Gradient Boosting,0.3936,0.2403
Gradient Boosting,0.3871,0.2338
Gradient Boosting,0.3913,0.2338
Gradient Boosting,0.3846,0.2273
Gradient Boosting,0.3889,0.2273
Gradient Boosting,0.3933,0.2273
Gradient Boosting,0.3977,0.2273
Gradient Boosting,0.4023,0.2273
Gradient Boosting,0.3953,0.2208
Gradient Boosting,0.4,0.2208
Gradient Boosting,0.3929,0.2143
Gradient Boosting,0.3855,0.2078
Gradient Boosting,0.3902,0.2078
Gradient Boosting,0.3951,0.2078
Gradient Boosting,0.3875,0.2013
Gradient Boosting,0.3924,0.2013
Gradient Boosting,0.3974,0.2013
Gradient Boosting,0.4026,0.2013
Gradient Boosting,0.3947,0.1948
Gradient Boosting,0.4,0.1948
Gradient Boosting,0.3919,0.1883
Gradient Boosting,0.3973,0.1883
Gradient Boosting,0.3889,0.1818
Gradient Boosting,0.3944,0.1818
Gradient Boosting,0.4,0.1818
Gradient Boosting,0.4058,0.1818
Gradient Boosting,0.4118,0.1818
Gradient Boosting,0.4179,0.1818
Gradient Boosting,0.4091,0.1753
Gradient Boosting,0.4154,0.1753
Gradient Boosting,0.4062,0.1688
Gradient Boosting,0.3968,0.1623
Gradient Boosting,0.4032,0.1623
Gradient Boosting,0.3934,0.1558
Gradient Boosting,0.4,0.1558
Gradient Boosting,0.4068,0.1558
Gradient Boosting,0.4138,0.1558
Gradient Boosting,0.4211,0.1558
Gradient Boosting,0.4107,0.1494
Gradient Boosting,0.4182,0.1494
Gradient Boosting,0.4074,0.1429
Gradient Boosting,0.4151,0.1429
Gradient Boosting,0.4038,0.1364
Gradient Boosting,0.4118,0.1364
Gradient Boosting,0.4,0.1299
Gradient Boosting,0.4082,0.1299
Gradient Boosting,0.3958,0.1234
Gradient Boosting,0.4043,0.1234
Gradient Boosting,0.413,0.1234
Gradient Boosting,0.4222,0.1234
Gradient Boosting,0.4318,0.1234
Gradient Boosting,0.4186,0.1169
Gradient Boosting,0.4286,0.1169
Gradient Boosting,0.439,0.1169
Gradient Boosting,0.45,0.1169
Gradient Boosting,0.4359,0.1104
Gradient Boosting,0.4474,0.1104
Gradient Boosting,0.4595,0.1104
Gradient Boosting,0.4444,0.1039
Gradient Boosting,0.4286,0.0974
Gradient Boosting,0.4412,0.0974
Gradient Boosting,0.4545,0.0974
Gradient Boosting,0.4688,0.0974
Gradient Boosting,0.4839,0.0974
Gradient Boosting,0.5,0.0974
Gradient Boosting,0.5172,0.0974
Gradient Boosting,0.5,0.0909
Gradient Boosting,0.5185,0.0909
Gradient Boosting,0.5,0.0844
Gradient Boosting,0.52,0.0844
Gradient Boosting,0.5417,0.0844
Gradient Boosting,0.5217,0.0779
Gradient Boosting,0.5,0.0714
Gradient Boosting,0.4762,0.0649
Gradient Boosting,0.45,0.0584
Gradient Boosting,0.4737,0.0584
Gradient Boosting,0.5,0.0584
Gradient Boosting,0.5294,0.0584
Gradient Boosting,0.5,0.0519
Gradient Boosting,0.4667,0.0455
Gradient Boosting,0.5,0.0455
Gradient Boosting,0.4615,0.039
Gradient Boosting,0.5,0.039
Gradient Boosting,0.5455,0.039
Gradient Boosting,0.6,0.039
Gradient Boosting,0.6667,0.039
Gradient Boosting,0.625,0.0325
Gradient Boosting,0.5714,0.026
Gradient Boosting,0.6667,0.026
Gradient Boosting,0.6,0.0195
Gradient Boosting,0.75,0.0195
Gradient Boosting,0.6667,0.013
Gradient Boosting,1.0,0.013
Gradient Boosting,1.0,0.0065
Gradient Boosting,1.0,0.0
